Survey_ID,Lat,Long,Zip,City,County,Status,elevation,dist_to_spill,Q37_EDU,Q40_INCOME,Q1_Overall,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q2_f,Q2_g,Q2_h,Q2_i,Q2_j,Q2_k,Q3,Q4,Q10_a,Q10_b,Q10_c,Q10_d,Q10_e,Q11_a,Q11_b,Q11_c,Q11_d,Q11_e,Q11_f,Q11_g,Q11_h,Q11_i,Q11_j,Q11_k,Q12_a,Q12_b,Q12_c,Q12_d,Q12_e,Q13_a,Q13_b,Q13_c,Q13_d,Q13_e,Q13_f,Q13_g,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14_f,Q14_g,Q14_h,Q14_i,Q15_a,Q15_b,Q15_c,Q16_a,Q16_b,Q16_c,Q16_d,Q16_e,Q16_f,Q16_g,Q16_h,Q16_i,Q16_j,Q16_k,Q16_l,Q16_m,Q16_n,Q16_o,Q16_p,Q17_a,Q17_b,Q17_c,Q17_d,Q17_e,Q17_f,Q17_g,Q17_h,Q17_i,Q17_j,Q17_k,Q19_a,Q19_b,Q19_c,Q19_d,Q19_e,Q19_f,Q19_g,Q19_h,Q19_i,Q20_a,Q20_b,Q20_c,Q20_d,Q20_e,Q21,Q22_a,Q22_b,Q22_c,Q22_d,Q22_e,Q22_f,Q23,Q24,Q25,Q26_a,Q26_b,Q26_c,Q26_d,Q26_e,Q26_f,Q26_g,Q26_h
435,37.75791000000,-81.21432000000,25873,MacArthur,Raleigh,At_Risk,730,76051.7,5,1,3,4,2,1,4,3,1,5,1,3,5,5,4,3,2,1,2,4,4,5,5,1,1,5,1,4,5,3,1,1,4,5,5,3,5,5,1,1,1,5,5,1,5,5,5,5,4,5,4,5,4,0,0,1,2,4,4,1,5,5,3,5,4,3,4,4,4,5,2,3,1,1,1,3,2,1,1,4,,,0,1,1,1,4,3,1,3,3,1,5,1,5,1,5,2,3,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5
436,37.75830800000,-81.21959200000,25873,MacArthur,Raleigh,At_Risk,742,75803.8,4,3,3,3,3,3,3,1,3,3,1,1,1,3,2,1,1,3,1,5,1,5,5,1,1,5,1,1,5,1,1,1,3,3,3,1,1,5,4,5,3,5,3,1,1,3,5,1,1,5,1,3,1,2,3,3,5,3,5,1,1,5,5,5,1,3,5,3,5,0,5,3,3,1,3,1,3,3,1,1,1,1,5,3,1,3,5,2,1,3,2,1,1,1,1,5,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1
437,37.75858000000,-81.21573100000,25873,MacArthur,Raleigh,At_Risk,734,75929.3,3,2,4,3,3,3,3,3,1,3,2,2,3,3,4,4,1,1,2,5,5,4,4,3,3,5,3,3,4,1,2,3,4,4,4,3,4,5,5,2,2,4,3,1,5,3,3,4,2,5,3,4,2,2,2,3,4,3,2,1,5,5,1,5,5,1,1,5,3,5,3,5,3,3,3,3,5,5,3,3,3,3,3,3,4,5,5,4,3,4,4,3,3,3,5,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,37.64281000000,-81.45666000000,25876,Saulsville,Wyoming,Distressed,598,81646.1,4,1,4,2,2,4,2,2,3,4,3,2,2,4,4,3,3,1,3,1,1,4,4,2,2,4,2,4,4,4,4,4,2,2,5,1,4,1,1,2,2,4,4,5,4,3,3,4,3,4,4,4,3,0,2,0,4,2,4,2,3,4,4,5,4,2,4,5,4,4,2,2,1,1,1,1,1,1,2,2,,,0,2,3,4,2,2,1,2,2,2,3,4,2,4,2,2,5,5,5,5,3,2,2,1,1,4,2,2,1,4,2,2,3
439,38.24442000000,-81.87572000000,25878,Midway,Raleigh,At_Risk,237,27253.8,3,1,2,4,2,2,4,4,1,4,1,4,4,3,5,2,1,1,1,4,4,4,5,2,2,4,2,4,4,4,2,1,5,2,2,1,1,1,2,2,2,4,4,5,4,4,5,4,3,5,4,4,3,1,0,1,5,3,4,1,3,2,2,4,4,5,5,2,1,5,1,4,2,2,2,3,1,1,1,5,,,0,1,1,1,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,2,2,2,5,4,4,4,5,5,5,5,4,4,4
440,37.81640625000,-81.23290252690,25878,Midway,Raleigh,At_Risk,675,69537.1,5,3,4,4,1,4,2,2,2,5,3,3,3,5,5,5,4,4,4,4,4,4,4,3,4,5,2,4,4,1,4,4,5,4,4,1,4,3,4,3,3,2,3,1,4,4,4,5,2,4,4,3,3,2,1,2,4,5,3,3,4,5,4,5,3,5,4,4,4,4,2,3,3,3,3,3,4,2,1,4,,,0,3,4,1,4,4,4,5,5,4,4,2,3,4,3,1,5,4,5,4,3,2,4,4,4,0,0,0,0,0,0,0,0
441,37.81640625000,-81.23290252690,25880,Mount Hope,Fayette,Distressed,675,69537.1,3,2,3,4,3,3,3,3,2,3,3,3,3,3,4,3,3,3,1,4,4,4,4,3,3,3,3,2,3,4,3,3,2,4,4,3,4,5,4,3,3,3,3,2,4,4,4,3,3,5,3,5,3,2,2,2,4,2,4,1,3,2,2,3,2,2,4,4,3,4,4,4,3,3,3,3,3,3,3,3,,,0,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0
442,37.86520385740,-81.19680023190,25880,Mount Hope,Fayette,Distressed,722,66465.9,7,3,3,3,2,2,3,3,1,4,1,3,4,4,4,3,1,5,2,4,2,5,5,1,1,3,1,5,5,3,1,1,2,3,5,1,1,5,2,2,1,4,4,2,4,4,4,4,4,4,4,5,4,2,2,1,5,3,5,1,3,4,4,5,2,3,5,4,4,3,3,4,2,3,2,3,3,3,1,3,,,0,0,0,0,5,0,0,5,0,4,3,4,2,4,3,1,5,5,4,4,4,4,0,1,1,0,0,0,0,0,0,0,0
443,37.89357000000,-81.16594000000,25880,Mount Hope,Fayette,Distressed,520,65399.5,7,5,3,4,1,1,4,3,1,3,1,5,5,4,3,2,2,4,2,2,4,4,5,3,3,4,2,3,4,4,2,2,4,4,5,3,5,3,2,1,1,4,5,3,4,4,4,5,3,4,3,4,3,0,0,0,4,2,4,1,4,4,2,4,4,4,4,3,4,4,3,4,3,3,2,3,4,4,3,5,,,0,3,4,4,3,4,3,4,4,4,4,2,4,1,5,2,3,2,2,2,3,2,3,4,4,4,5,4,5,4,5,4,5
444,38.21310424800,-81.94339752200,25880,Mount Hope,Fayette,Distressed,352,34121.6,6,5,3,4,1,3,2,3,2,4,3,2,3,4,4,4,3,4,2,4,1,2,3,3,4,4,3,2,2,4,4,4,4,4,3,1,2,4,4,3,3,3,3,2,4,3,4,4,2,4,3,4,2,2,2,1,4,3,4,3,2,4,3,4,4,4,3,2,4,2,4,3,2,3,3,4,2,2,1,4,,,0,3,3,2,3,3,3,3,4,2,2,2,1,4,2,1,5,5,5,5,3,3,1,1,1,0,0,0,0,0,0,0,0
445,37.89357000000,-81.16594000000,25880,Mount Hope,Fayette,Distressed,520,65399.5,7,7,4,2,2,4,2,2,3,5,3,2,3,4,5,3,3,3,3,4,2,3,2,4,4,4,4,3,1,5,5,5,2,2,2,2,2,4,5,4,4,2,2,3,2,2,4,2,2,4,1,4,1,2,2,2,4,2,4,1,1,4,1,5,2,3,3,4,5,2,5,3,5,4,5,4,4,4,1,4,,,0,4,4,3,4,4,4,5,5,4,2,4,4,3,3,2,4,3,1,3,2,2,4,3,3,4,3,4,4,2,2,3,3
446,37.58325400000,-81.38046100000,25882,Mullens,Wyoming,Distressed,443,89421.4,4,1,3,3,3,2,3,4,1,3,2,4,3,2,3,2,1,4,3,5,5,3,4,2,2,2,2,4,4,3,1,1,4,5,5,4,5,3,3,2,2,5,4,3,5,5,5,3,2,5,3,4,4,0,3,3,4,3,5,1,2,3,2,3,3,3,3,3,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,2,4,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,4
447,37.39100646970,-81.04170227050,25901,Oak Hill,Fayette,Distressed,772,119354.1,6,1,1,5,1,1,3,3,1,5,1,3,5,5,5,4,2,5,2,3,1,3,5,3,3,4,2,3,5,2,1,1,2,2,5,2,5,3,1,1,1,5,5,3,5,5,5,3,4,5,3,5,3,1,0,1,3,5,5,3,4,4,4,5,3,3,4,5,4,5,2,4,3,2,1,2,1,1,2,5,,,0,2,1,1,4,2,1,3,3,2,5,1,5,1,5,2,5,3,1,1,1,1,4,5,5,5,5,5,5,3,2,4,5
448,37.98683000000,-81.14602000000,25901,Oak Hill,Fayette,Distressed,597,58553.4,3,2,1,5,1,1,5,3,1,4,1,3,5,3,4,4,1,1,1,5,3,5,5,2,2,3,3,3,4,4,3,3,5,3,5,3,5,4,1,1,1,5,5,3,5,4,5,4,5,5,3,5,3,2,2,0,3,3,4,3,3,5,4,4,3,2,3,3,4,3,3,3,1,1,1,2,1,1,1,3,,,0,2,1,2,3,2,1,2,3,2,3,2,4,2,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
449,37.39100646970,-81.04170227050,25901,Oak Hill,Fayette,Distressed,772,119354.1,6,4,2,4,1,1,2,5,1,5,1,4,5,5,5,4,5,1,4,1,2,2,3,1,4,4,4,4,2,4,4,4,4,5,4,4,5,4,4,2,2,5,5,2,4,4,4,4,2,4,5,4,4,1,2,2,4,2,4,2,4,4,2,4,4,2,2,2,5,2,4,2,4,1,1,1,2,1,1,4,,,0,2,2,2,4,2,4,2,4,4,4,2,4,2,4,2,4,1,2,2,1,1,4,4,5,5,5,5,5,2,2,4,4
450,37.86520385740,-81.19680023190,25901,Oak Hill,Fayette,Distressed,722,66465.9,6,0,2,4,2,2,4,4,1,4,3,4,4,4,5,5,1,4,1,4,2,4,4,0,2,4,2,4,4,3,2,2,4,5,5,5,5,4,2,2,2,5,4,2,4,4,5,4,4,5,4,5,4,2,2,1,4,4,4,2,2,4,4,4,2,2,4,4,4,4,2,4,2,2,1,2,2,2,3,5,,,0,3,4,3,4,4,3,4,4,4,4,2,2,2,4,2,2,2,2,2,2,2,4,5,5,4,4,4,4,4,4,4,4
451,37.97610473630,-81.13970180000,25901,Oak Hill,Fayette,Distressed,595,59800.2,5,3,2,4,2,2,4,4,2,3,2,3,4,3,2,2,2,3,1,3,1,4,3,2,2,3,2,3,3,4,3,2,4,4,5,4,5,4,4,3,2,3,4,2,4,4,4,3,3,4,3,4,3,0,0,0,4,4,4,2,4,4,4,4,2,3,3,4,4,4,3,3,2,2,2,2,2,2,1,2,,,0,2,1,2,4,3,2,4,4,4,4,2,4,2,4,2,4,2,3,3,2,2,4,5,5,5,5,5,5,4,4,4,4
452,37.81640625000,-81.23290252690,25901,Oak Hill,Fayette,Distressed,675,69537.1,3,4,3,4,2,2,3,3,2,4,3,1,3,5,4,3,1,5,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,5,5,3,3,2,3,1,2,2,3,3,3,4,2,3,2,2,2,2,2,2,4,1,1,5,1,5,1,2,3,4,5,1,5,4,3,2,4,4,3,2,1,4,,,0,2,4,3,4,3,2,4,3,3,3,3,2,3,2,2,5,5,5,5,2,2,2,3,3,2,2,2,2,2,1,1,2
453,37.81640625000,-81.23290252690,25901,Oak Hill,Fayette,Distressed,675,69537.1,4,2,3,4,2,2,3,3,1,5,2,3,4,4,4,4,1,1,1,3,2,5,5,2,2,3,3,4,3,3,1,2,4,4,5,4,5,3,2,2,2,4,4,2,4,4,4,4,4,4,3,4,3,0,0,0,3,3,3,2,2,3,2,3,2,2,3,4,4,3,2,1,2,3,2,3,3,2,2,4,,,0,3,3,2,4,3,3,2,4,3,5,1,5,1,5,3,3,3,3,3,3,3,3,4,4,5,5,3,4,4,4,4,4
454,37.97899100000,-81.15529000000,25901,Oak Hill,Fayette,Distressed,597,58636.7,3,7,3,3,1,3,3,3,1,5,1,3,4,5,3,3,3,5,1,1,4,3,2,1,4,5,4,3,2,5,3,3,1,2,3,2,5,5,1,3,3,5,3,1,3,3,5,3,5,5,3,5,2,2,2,2,5,5,5,1,1,5,1,4,3,2,5,2,5,0,5,4,3,1,1,2,1,1,1,1,2,2,5,2,2,3,3,3,2,2,3,3,4,2,4,1,1,2,5,3,3,3,3,1,3,4,4,3,3,3,3,3,3,3,3
455,37.81640625000,-81.23290252690,25901,Oak Hill,Fayette,Distressed,675,69537.1,6,3,4,4,2,5,2,2,3,5,2,1,3,5,4,4,4,1,2,4,3,2,2,4,4,4,4,2,2,4,4,4,1,1,2,1,1,5,4,4,4,2,2,1,4,2,4,3,3,4,1,4,1,2,2,2,4,2,2,2,2,4,2,4,2,5,2,4,5,2,4,3,4,4,4,4,4,4,1,4,,,0,4,4,4,4,4,3,4,4,4,2,3,2,2,2,2,4,3,2,3,2,2,3,4,4,2,4,2,2,2,2,2,3
456,37.97610473630,-81.13970184330,25901,Oak Hill,Fayette,Distressed,595,59800.2,6,5,4,3,3,4,1,1,2,5,4,1,1,3,3,3,1,4,4,4,3,1,2,5,5,5,5,5,2,5,4,5,1,1,1,1,1,5,5,5,5,1,1,1,3,3,4,2,1,4,2,5,1,2,2,2,3,2,3,2,2,5,1,4,2,5,3,4,4,2,4,3,4,4,3,3,4,4,1,4,,,0,4,3,3,4,3,4,4,4,3,2,4,2,4,2,2,5,5,3,4,3,3,2,2,2,2,2,3,2,2,1,3,2
457,37.97610473630,-81.13970184330,25901,Oak Hill,Fayette,Distressed,595,59800.2,3,3,4,4,3,3,3,3,2,3,3,2,3,3,4,4,1,4,1,5,1,3,2,3,4,4,3,2,2,2,3,3,4,4,4,4,4,4,2,3,3,3,3,2,2,2,4,4,2,3,3,4,3,2,2,2,2,4,4,3,3,2,2,4,2,4,4,4,4,2,3,3,4,4,4,4,4,3,3,4,,,0,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,4,3,3,3,3,3,4,4,2,3,4,1,2,1,1,1,1
458,37.98007300000,-81.14816900000,25901,Oak Hill,Fayette,Distressed,604,58971.3,3,1,4,5,5,5,1,1,5,5,5,1,1,5,3,2,1,1,2,4,4,2,4,3,2,4,2,3,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3
459,37.98683000000,-81.14602000000,25901,Oak Hill,Fayette,Distressed,597,58553.4,5,3,4,2,3,2,4,3,2,4,2,2,4,4,4,3,4,2,1,5,5,2,2,4,4,4,4,2,2,4,4,4,2,2,2,1,1,3,4,3,3,2,3,2,2,3,4,3,3,3,2,4,2,2,2,2,3,2,2,1,3,3,2,3,3,4,2,2,4,3,4,3,3,2,3,3,3,3,1,3,,,0,2,2,3,4,3,2,4,4,4,3,4,2,4,3,1,4,4,3,4,3,3,3,2,2,0,0,0,0,0,0,0,0
460,37.59116000000,-81.19667000000,25902,Odd,Raleigh,At_Risk,847,93524.4,4,4,5,1,2,5,1,1,4,4,5,1,2,4,5,4,4,1,3,4,3,2,2,5,5,5,5,1,1,5,5,5,2,1,2,1,1,5,5,5,4,1,1,1,2,1,5,3,1,4,1,5,1,2,2,2,5,3,1,1,1,5,1,4,5,3,1,4,5,3,5,3,5,5,5,4,5,5,2,5,,,0,4,4,1,5,5,5,5,5,5,1,5,2,3,3,1,5,5,4,4,3,3,3,1,1,0,0,0,0,0,0,0,0
461,37.90980000000,-81.26425000000,25904,Pax,Fayette,Distressed,505,59145.7,6,4,3,3,3,2,3,3,2,4,1,3,5,3,4,3,1,1,1,5,0,3,3,3,3,4,3,3,2,4,3,4,4,4,3,4,5,4,2,2,2,4,4,2,4,4,4,3,4,3,3,5,3,0,0,0,4,3,4,2,4,5,3,4,4,3,3,4,4,3,2,3,3,3,3,3,3,3,2,3,,,0,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,3,4,4,4,4,2,3,3,3,3,4,4,4,4,3,4,3
462,37.97610473630,-81.13970184330,25909,Prosperity,Raleigh,At_Risk,595,59800.2,6,2,3,4,1,2,4,4,1,5,2,2,4,5,4,4,2,3,1,5,4,4,3,4,1,4,3,3,2,4,3,4,5,5,5,2,1,5,2,4,2,4,4,1,2,2,5,5,1,1,4,4,4,2,2,2,3,3,2,2,4,5,1,4,4,4,4,4,4,3,4,4,3,3,3,4,3,2,1,5,,,0,3,3,3,5,4,3,5,5,5,2,2,1,3,3,1,3,4,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0
463,37.83759200000,-81.20386200000,25909,Prosperity,Raleigh,At_Risk,746,68745.3,3,2,4,3,2,4,2,2,2,5,4,2,2,4,3,3,1,4,1,5,5,1,2,2,2,2,4,2,2,4,4,4,4,4,4,3,3,4,4,4,4,2,2,1,4,3,5,4,2,5,3,5,2,2,2,2,2,2,2,2,4,4,2,4,3,4,2,3,4,0,4,2,4,4,4,4,3,3,2,4,2,3,4,4,3,4,4,4,4,3,3,3,2,4,2,4,2,2,4,4,3,4,3,2,4,4,4,2,2,3,4,3,2,2,2
464,37.74966800000,-81.18569800000,25911,Raleigh,Raleigh,At_Risk,766,78026.6,8,0,2,4,1,2,4,5,1,5,2,3,4,5,4,4,5,3,4,4,3,5,3,4,3,5,4,2,2,5,5,5,5,5,5,5,5,5,3,1,2,5,4,3,5,4,5,5,4,5,5,5,5,1,1,1,4,3,5,1,2,2,1,4,1,2,5,4,5,2,5,5,3,1,0,3,1,1,2,2,1,1,3,2,3,1,5,3,1,4,5,5,5,1,5,1,5,2,3,1,2,1,1,1,5,5,5,4,5,5,5,4,5,5,5
465,38.49429321290,-81.46679687500,25913,Ravencliff,Wyoming,Distressed,299,18527.8,3,2,3,4,2,2,4,3,2,3,2,4,4,3,5,4,1,1,2,5,1,4,4,4,4,5,2,2,4,4,3,3,4,4,4,2,3,4,2,2,2,3,4,3,4,4,5,4,3,5,4,5,4,0,1,1,2,4,4,1,4,1,2,5,4,3,3,4,4,4,3,4,3,2,2,3,2,2,2,2,,,0,2,2,1,4,3,2,4,4,3,3,4,2,4,4,1,2,5,5,5,5,5,1,1,1,0,0,0,0,0,0,0,0
466,37.95463100000,-81.16895100000,25917,Scarbro,Fayette,Distressed,543,59889.1,6,1,2,5,1,2,4,4,1,3,2,5,5,3,4,2,3,4,3,2,2,4,4,1,2,4,3,4,4,4,2,2,5,4,5,5,5,3,2,2,2,4,4,4,5,5,5,5,5,5,4,5,4,1,1,1,4,4,4,1,1,5,2,5,1,2,5,5,2,3,3,4,2,3,1,3,2,2,2,2,2,2,5,2,3,3,3,2,2,2,3,2,5,1,5,1,5,2,3,2,1,1,1,1,5,5,5,5,5,5,5,5,4,4,4
467,37.95205900000,-81.16569000000,25917,Scarbro,Fayette,Distressed,529,60291.7,5,1,3,3,1,3,3,4,1,5,3,2,5,5,3,3,4,4,4,4,2,4,4,4,3,2,1,2,4,5,3,1,4,4,5,2,3,5,3,1,1,3,5,1,4,4,5,3,3,5,3,4,3,3,3,3,3,2,3,1,1,3,1,4,1,3,4,5,5,3,3,3,2,2,3,3,3,3,3,3,1,2,5,3,3,2,4,3,2,3,3,2,3,1,5,4,5,2,3,2,1,1,1,1,3,5,4,3,4,5,1,3,3,5,2
468,38.48249816890,-81.64469909670,25917,Scarbro,Fayette,Distressed,202,13018.7,8,2,4,4,3,4,3,3,1,5,1,1,5,5,5,3,1,5,3,5,5,5,4,5,5,5,3,3,4,5,1,1,4,5,5,1,5,5,5,1,1,1,5,1,3,5,5,5,3,5,5,5,3,1,1,1,5,1,5,1,1,5,1,5,1,1,5,5,5,1,5,5,5,5,3,3,5,5,1,5,,,0,5,2,1,5,1,5,5,5,1,5,1,5,1,5,3,5,1,1,1,1,1,5,3,3,1,3,5,5,1,3,3,3
469,37.70345900000,-81.10303900000,25918,Shady Spring,Raleigh,At_Risk,800,86074.8,3,1,1,4,1,1,5,5,1,3,2,4,5,4,4,3,2,2,1,5,3,5,5,5,1,4,1,5,5,1,1,1,5,4,4,4,5,2,2,1,2,5,5,2,4,5,4,5,4,5,5,5,5,1,1,1,2,4,4,2,4,4,4,4,5,3,5,5,4,5,2,5,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,3,2,4,2,4,4,4,2,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4
470,37.70002000000,-81.08589000000,25918,Shady Spring,Raleigh,At_Risk,832,87182.9,1,3,3,3,2,2,2,2,2,5,2,1,4,5,5,4,1,1,2,2,4,5,5,1,5,4,1,5,5,4,2,2,4,4,4,1,1,5,3,2,2,3,3,2,4,4,4,4,4,4,3,4,4,0,2,2,4,4,1,1,4,5,3,3,4,4,2,3,3,4,3,3,1,1,1,2,1,1,1,4,,,0,1,5,4,5,5,1,4,4,4,5,5,3,5,3,2,5,5,4,4,3,2,3,2,2,2,2,2,2,2,2,2,2
471,37.70002000000,-81.08589000000,25918,Shady Spring,Raleigh,At_Risk,832,87182.9,3,1,4,3,4,5,2,2,4,4,3,2,2,3,3,3,4,1,3,4,4,1,1,5,5,5,5,1,1,5,5,5,4,3,3,4,1,4,5,4,4,1,2,1,4,2,2,4,1,5,2,1,1,2,2,2,1,1,2,2,4,5,2,5,2,4,2,4,4,4,2,2,0,4,4,4,4,3,3,3,,,0,4,4,3,4,4,4,3,3,3,4,2,4,2,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
472,37.70067500000,-81.09334400000,25918,Shady Spring,Raleigh,At_Risk,843,86779.3,5,3,4,1,2,5,4,5,1,3,5,5,5,5,3,3,1,1,1,5,1,1,1,5,5,5,5,5,5,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,3,3,3,5,5,5,1,1,2,2,2
473,37.70746500000,-81.10098000000,25918,Shady Spring,Raleigh,At_Risk,825,85786.6,4,3,4,3,3,3,2,2,1,5,4,1,3,5,4,3,4,0,2,4,2,1,1,1,3,4,4,1,1,5,5,5,3,3,4,1,2,5,4,4,4,1,2,1,2,2,3,3,2,5,2,2,2,2,2,2,5,3,2,1,3,1,3,3,2,2,2,2,5,0,2,3,4,3,3,2,3,3,3,3,1,1,4,3,3,2,5,3,3,4,3,3,4,3,3,4,5,0,5,5,5,5,5,5,3,3,3,1,2,2,2,1,3,1,2
474,37.81640625000,-81.23290252690,25918,Shady Spring,Raleigh,At_Risk,675,69537.1,8,6,4,3,2,3,2,3,4,2,2,4,4,4,2,2,2,2,2,5,5,5,5,1,1,5,1,5,5,3,2,2,5,5,5,1,1,3,5,1,1,3,4,4,5,5,5,5,5,5,5,5,4,1,0,0,2,2,5,1,2,5,1,4,1,1,5,5,5,1,5,5,3,2,3,3,4,4,5,5,,,0,2,2,2,4,2,2,4,3,3,4,3,1,5,3,1,5,5,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0
475,37.70597200000,-81.09248600000,25918,Shady Spring,Raleigh,At_Risk,833,86316.2,2,1,5,5,2,5,5,5,5,5,5,1,1,5,5,2,5,5,5,3,5,1,1,1,5,5,5,1,1,5,4,4,4,4,4,4,4,5,1,5,4,4,4,1,1,1,5,4,1,5,1,5,1,2,2,2,1,1,4,1,1,5,3,0,1,1,4,4,5,5,4,4,5,1,1,1,4,4,1,1,5,5,5,1,1,1,1,1,1,1,4,1,5,5,2,1,1,2,5,4,1,1,5,1,4,3,3,4,4,5,5,5,4,5,5
476,37.70970600000,-81.10218100000,25918,Shady Spring,Raleigh,At_Risk,854,85519.0,3,2,5,2,4,2,2,2,3,5,2,1,3,5,3,3,4,2,2,2,5,1,1,5,5,4,5,2,1,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,5,3,5,5,1,5,1,5,1,2,1,2,3,5,4,1,5,1,4,4,2,5,4,1,5,0,5,1,5,2,2,2,2,2,1,2,2,3,3,2,4,4,4,5,2,4,5,2,3,2,3,5,5,2,4,4,3,3,2,2,5,4,4,1,1,5,3,1,1,1,1
477,37.81640625000,-81.23290252690,25918,Shady Spring,Raleigh,At_Risk,675,69537.1,5,4,5,2,3,4,2,3,3,5,5,2,2,5,3,3,1,5,2,4,4,2,2,3,3,4,4,3,2,4,4,4,4,2,2,2,2,5,3,4,4,3,2,2,4,3,4,3,3,4,3,3,2,0,0,0,4,3,3,3,3,4,3,4,3,3,3,4,4,3,4,3,4,3,3,3,3,2,2,3,,,0,3,3,3,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,3,3,3
478,38.13383000000,-81.07614000000,25938,Victor,Fayette,Distressed,420,53280.3,2,2,3,4,2,2,3,4,2,5,3,3,3,4,5,4,2,2,1,5,3,3,5,1,1,4,1,4,4,2,2,2,2,5,1,3,5,3,3,3,3,3,3,2,5,5,5,5,4,5,4,4,4,1,1,1,2,4,4,1,2,4,3,3,4,3,4,3,4,4,4,3,2,2,2,2,2,2,2,4,,,0,3,3,2,4,3,2,2,4,4,4,3,2,2,3,1,4,4,3,3,4,4,2,3,1,0,0,0,0,0,0,0,0
479,38.13383000000,-81.07614000000,25938,Victor,Fayette,Distressed,420,53280.3,5,3,4,3,2,4,2,3,2,4,3,2,3,4,4,2,4,2,2,4,3,4,4,2,2,4,3,3,4,3,3,4,4,3,4,2,1,4,4,3,3,3,4,3,3,4,3,3,3,3,3,4,2,0,0,0,4,3,4,2,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,3,2,4,,,0,3,2,3,4,3,3,4,4,3,2,4,2,4,3,2,4,4,4,4,2,2,3,2,2,2,1,2,2,2,2,3,2
480,38.13383000000,-81.07614000000,25938,Victor,Fayette,Distressed,420,53280.3,3,1,4,2,4,3,2,3,2,4,3,2,2,4,5,3,4,0,2,4,4,2,2,4,4,3,3,4,2,4,4,4,0,3,3,1,1,4,4,3,3,2,3,2,2,3,4,4,2,4,2,4,2,2,2,0,3,4,3,3,3,4,3,4,3,3,3,3,4,3,3,3,0,3,3,3,3,3,2,3,,,0,4,4,3,4,2,3,3,4,4,2,3,3,2,3,3,4,4,3,3,3,3,3,1,3,3,3,3,3,3,3,2,2
481,38.07140000000,-80.98032000000,25942,Winona,Fayette,Distressed,766,64031.4,4,2,3,4,2,1,4,4,2,2,2,4,3,2,3,3,1,1,2,5,1,5,5,1,1,5,1,5,5,1,1,1,4,5,5,3,4,2,3,3,2,5,4,5,5,5,4,5,5,5,5,5,5,1,1,1,1,3,5,3,3,5,3,4,2,5,4,5,5,4,1,5,1,1,1,1,1,1,1,5,,,0,1,1,1,3,3,1,1,1,1,4,3,3,3,4,3,4,4,4,3,3,3,4,3,3,3,3,4,5,5,3,4,5
482,37.97610473630,-81.13970184330,25951,Hinton,Summers,Distressed,595,59800.2,6,2,2,4,2,3,2,4,1,5,3,4,4,4,4,4,1,5,1,4,3,3,3,2,3,2,3,4,4,4,2,3,5,4,4,1,0,4,4,3,3,4,3,4,5,5,5,5,4,5,3,5,4,2,2,2,5,2,5,1,1,2,1,4,4,4,4,4,4,2,4,4,4,4,2,3,4,4,2,4,,,0,4,4,3,4,4,4,4,4,3,4,2,4,2,4,2,4,3,2,2,2,2,4,4,5,3,4,4,3,3,4,4,3
