Survey_ID,Lat,Long,Zip,City,County,Status,elevation,dist_to_spill,Q37_EDU,Q40_INCOME,Q1_Overall,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q2_f,Q2_g,Q2_h,Q2_i,Q2_j,Q2_k,Q3,Q4,Q10_a,Q10_b,Q10_c,Q10_d,Q10_e,Q11_a,Q11_b,Q11_c,Q11_d,Q11_e,Q11_f,Q11_g,Q11_h,Q11_i,Q11_j,Q11_k,Q12_a,Q12_b,Q12_c,Q12_d,Q12_e,Q13_a,Q13_b,Q13_c,Q13_d,Q13_e,Q13_f,Q13_g,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14_f,Q14_g,Q14_h,Q14_i,Q15_a,Q15_b,Q15_c,Q16_a,Q16_b,Q16_c,Q16_d,Q16_e,Q16_f,Q16_g,Q16_h,Q16_i,Q16_j,Q16_k,Q16_l,Q16_m,Q16_n,Q16_o,Q16_p,Q17_a,Q17_b,Q17_c,Q17_d,Q17_e,Q17_f,Q17_g,Q17_h,Q17_i,Q17_j,Q17_k,Q19_a,Q19_b,Q19_c,Q19_d,Q19_e,Q19_f,Q19_g,Q19_h,Q19_i,Q20_a,Q20_b,Q20_c,Q20_d,Q20_e,Q21,Q22_a,Q22_b,Q22_c,Q22_d,Q22_e,Q22_f,Q23,Q24,Q25,Q26_a,Q26_b,Q26_c,Q26_d,Q26_e,Q26_f,Q26_g,Q26_h
2,37.39100646970,-81.04170227050,24701,Bluefield,Mercer,At_Risk,772,119354.1,3,3,2,2,3,1,3,2,2,4,2,4,4,3,4,4,2,2,2,4,4,3,3,3,4,4,3,3,2,4,3,4,3,3,4,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,3,4,3,1,1,1,4,5,3,2,2,4,3,4,2,3,3,3,4,4,2,3,3,3,2,2,3,2,2,3,,,0,2,2,2,2,2,3,3,3,2,3,2,4,3,3,1,4,4,4,3,3,4,1,1,1,0,0,0,0,0,0,0,0
3,37.26289400000,-81.20704300000,24701,Bluefield,Mercer,At_Risk,804,127670.3,4,1,3,5,3,1,4,4,1,4,3,3,4,3,3,3,2,1,1,4,5,3,5,5,1,1,4,5,5,2,3,3,2,5,5,2,1,3,4,2,4,3,3,5,3,4,4,4,4,5,4,3,3,3,3,3,5,4,0,1,1,5,3,5,5,5,5,3,3,0,2,5,0,2,1,1,5,2,5,3,3,1,5,2,1,1,2,3,2,3,2,2,3,3,3,3,3,2,5,3,4,3,1,1,4,4,4,4,5,4,5,5,4,5,4
4,37.29420471190,-81.18319702150,24701,Bluefield,Mercer,At_Risk,785,124943.2,5,3,3,4,2,2,4,4,2,4,3,3,3,4,3,3,1,5,4,4,5,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,3,4,4,3,4,3,4,3,2,2,0,4,3,3,3,3,4,3,2,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,3,,,0,1,1,1,3,2,1,1,1,1,3,3,4,2,3,2,3,3,3,3,3,2,4,4,3,3,4,4,3,3,3,4,3
5,37.29420471190,-81.18319702150,24701,Bluefield,Mercer,At_Risk,785,124943.2,5,4,3,2,3,3,2,2,3,4,3,1,3,5,4,3,3,1,3,4,3,2,2,3,3,4,3,2,3,4,4,4,3,4,2,2,3,5,4,3,3,2,3,1,3,4,4,2,2,4,1,4,2,2,2,2,4,4,3,2,4,2,3,4,3,4,3,4,4,2,4,3,4,4,4,3,2,3,1,3,,,0,4,3,3,4,4,4,4,3,4,3,4,2,5,3,1,3,4,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0
6,37.29420471190,-81.18319702150,24701,Bluefield,Mercer,At_Risk,785,124943.2,3,0,3,2,3,2,2,3,2,4,2,2,2,4,4,3,5,1,2,4,3,1,1,4,4,5,4,2,2,5,5,4,1,1,1,1,1,5,5,4,4,2,2,1,4,2,4,4,2,4,2,4,2,2,2,2,4,2,2,2,2,2,2,5,2,2,3,4,4,2,4,2,4,2,2,2,2,2,2,4,,,0,1,3,4,4,3,4,4,4,4,2,3,4,2,4,1,5,5,3,3,4,3,3,3,2,0,0,0,0,0,0,0,0
7,37.89410400390,-80.57740020750,24701,Bluefield,Mercer,At_Risk,687,104495.9,3,2,3,4,3,5,3,3,5,5,3,2,2,4,5,4,1,3,1,5,2,3,3,4,4,4,3,2,3,4,3,4,2,3,4,3,3,3,2,3,3,3,3,5,5,2,4,3,2,5,2,4,2,2,2,0,3,2,4,1,1,5,1,3,2,3,3,4,5,1,5,3,4,3,3,3,3,3,1,4,,,0,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,4,3,3,2,3,3,3,4,3,4,4,3,2,3,2,3
8,37.26180100000,-81.23346700000,24701,Bluefield,Mercer,At_Risk,825,127165.9,2,2,4,3,2,3,3,3,3,3,3,3,3,3,2,2,1,4,1,5,3,2,2,3,3,4,3,2,2,4,4,4,4,3,4,2,2,4,4,2,3,2,3,1,4,2,4,3,4,3,0,4,3,2,2,3,4,4,3,2,2,5,4,2,0,3,4,4,4,0,4,4,4,3,3,3,3,3,3,3,2,3,3,3,4,2,4,3,3,4,4,3,4,2,3,3,3,2,3,2,2,2,2,2,4,5,5,3,3,3,3,3,3,3,3
9,37.26181400000,-81.23349900000,24701,Bluefield,Mercer,At_Risk,825,127163.8,6,6,4,2,4,4,2,2,1,5,4,1,2,5,4,3,4,1,3,3,3,1,1,2,5,5,5,1,1,5,5,5,1,2,2,1,1,5,5,4,3,1,2,1,1,1,3,2,1,4,1,3,1,2,2,2,3,5,1,1,1,3,1,5,3,5,1,5,5,1,5,3,5,5,5,5,2,4,1,4,1,4,4,5,5,4,5,5,5,5,5,5,1,5,2,5,1,2,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1
10,37.26968000000,-81.22332000000,24701,Bluefield,Mercer,At_Risk,778,126556.7,4,2,4,3,4,4,2,2,2,4,4,2,2,4,2,2,1,5,1,3,3,3,3,4,4,4,3,2,3,4,4,4,4,4,3,1,1,4,4,3,3,2,3,2,4,2,4,3,2,4,3,4,2,2,2,1,2,1,5,1,1,3,1,3,4,4,4,3,4,2,5,4,2,3,3,3,1,3,2,4,,,0,3,4,3,4,3,3,4,4,4,2,4,2,4,3,1,4,4,3,4,3,3,2,2,1,0,0,0,0,0,0,0,0
11,37.29420471190,-81.18319702150,24701,Bluefield,Mercer,At_Risk,785,124943.2,6,3,4,2,4,4,2,2,3,3,5,1,1,3,3,2,2,2,1,5,3,4,5,3,3,4,2,3,4,4,1,2,1,1,3,1,1,1,5,5,5,2,1,5,1,1,4,1,1,4,1,2,1,2,2,2,3,3,3,1,4,5,1,4,1,3,3,2,5,2,5,3,3,1,4,5,1,1,1,4,,,0,1,4,4,3,4,2,4,3,3,3,5,3,4,2,2,5,5,4,4,2,2,2,1,2,2,2,2,3,2,1,1,1
12,37.29420471190,-81.18319702150,24701,Bluefield,Mercer,At_Risk,785,124943.2,4,2,4,3,2,2,3,2,2,4,3,2,3,2,4,4,1,4,2,3,2,2,2,3,4,4,4,2,1,4,4,4,4,3,3,2,4,4,4,3,3,2,3,2,3,2,4,3,2,4,3,4,3,2,2,2,3,2,4,2,2,4,2,4,2,3,3,4,4,2,4,4,4,3,3,3,2,2,2,2,,,0,3,4,3,4,4,4,4,4,4,4,4,3,2,4,2,4,4,3,3,3,2,3,3,3,4,4,3,4,4,3,3,4
13,37.87649536130,-80.65869903560,24714,Beeson,Mercer,At_Risk,760,99476.5,7,2,4,3,2,4,2,2,2,5,2,3,3,5,4,4,1,3,2,4,4,3,4,1,4,4,3,2,3,2,2,3,2,2,2,2,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,4,2,2,2,2,4,4,5,2,3,4,3,4,4,3,4,4,4,3,3,4,0,4,3,4,4,4,4,5,,,0,4,4,3,4,4,4,4,4,4,4,2,4,2,4,2,4,2,1,1,2,1,4,5,5,5,5,4,4,4,3,4,4
14,37.29420471190,-81.18319702150,24716,Bud,Wyoming,Distressed,785,124943.2,5,2,3,4,2,2,3,3,2,4,3,2,3,5,3,3,2,3,1,5,5,4,4,2,2,2,2,4,4,4,2,4,4,4,4,1,2,4,4,3,3,4,3,2,4,4,4,4,4,4,4,4,3,1,1,1,4,4,3,2,4,4,3,4,2,3,3,3,4,4,2,4,2,2,2,2,2,2,2,4,,,0,2,4,3,4,3,3,4,4,4,3,4,3,3,3,3,3,4,3,3,2,2,4,4,4,5,5,5,5,4,4,4,4
15,37.53792900000,-81.36348500000,24716,Bud,Wyoming,Distressed,627,94657.7,5,3,3,2,2,4,2,2,3,4,3,2,3,4,3,3,3,2,1,4,3,1,1,4,4,5,5,1,1,5,4,5,1,2,2,1,1,5,5,4,4,1,3,1,5,2,4,4,1,4,1,2,1,2,2,2,3,2,2,1,1,5,1,4,1,3,3,2,5,0,2,2,5,4,4,4,4,4,4,3,1,3,3,3,4,2,5,5,4,5,5,5,1,4,1,4,3,2,5,5,4,4,5,4,2,1,1,1,1,1,1,1,1,1,1
16,37.44573700000,-81.24677100000,24729,Hiawatha,Mercer,At_Risk,787,107219.7,2,1,2,3,3,2,3,3,2,3,3,3,4,3,3,3,1,3,2,4,3,2,2,3,3,4,2,3,2,4,3,3,2,3,2,2,3,3,3,2,2,4,4,2,4,4,5,5,5,5,4,4,4,2,2,3,4,3,4,1,1,4,2,3,3,2,4,4,4,0,3,4,0,3,3,3,3,4,3,4,3,4,4,3,4,2,4,3,3,4,4,4,3,3,3,2,4,2,2,3,3,3,2,2,4,4,4,4,4,3,4,4,4,3,4
17,37.42393200000,-81.19124800000,24733,Lashmeet,Mercer,At_Risk,787,111044.4,3,4,3,3,3,4,2,2,2,4,2,2,2,4,3,3,1,3,4,4,4,3,3,3,3,4,3,2,3,3,2,1,4,4,4,4,4,5,3,2,2,4,2,1,5,1,2,1,3,5,4,4,2,2,2,3,2,3,2,1,3,5,1,3,3,1,3,2,3,5,3,3,3,2,2,2,3,3,2,3,2,3,4,3,2,2,5,3,3,3,5,4,2,2,2,4,4,3,3,2,3,3,4,1,4,3,3,5,5,5,5,5,5,3,4
18,37.42513000000,-81.19830000000,24733,Lashmeet,Mercer,At_Risk,800,110716.0,5,4,4,2,3,4,2,2,2,0,4,1,3,4,5,4,4,3,2,4,4,3,2,3,4,4,4,2,2,4,4,4,1,2,3,3,2,4,4,4,3,3,2,2,3,3,4,4,3,4,3,4,2,2,1,1,5,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,,,0,3,3,3,4,3,3,4,5,5,3,3,4,3,3,2,5,4,4,4,3,2,2,3,3,3,4,3,4,3,3,3,3
19,37.39100646970,-81.04170227050,24736,Matoaka,Mercer,At_Risk,772,119354.1,4,1,4,4,3,2,3,2,2,4,3,2,3,4,2,2,4,4,3,3,3,2,2,4,4,4,4,2,2,3,4,4,3,3,3,3,4,4,4,4,4,3,3,1,4,3,3,3,2,2,2,3,2,2,0,0,3,4,4,4,3,3,2,3,2,3,3,3,3,3,4,3,0,3,3,4,2,2,1,2,,,0,3,4,3,4,3,2,3,4,3,3,3,3,4,4,2,4,3,3,4,3,2,3,2,4,3,4,2,3,3,3,3,3
20,37.39100646970,-81.04170227050,24737,Montcalm,Mercer,At_Risk,772,119354.1,1,1,2,4,1,2,4,3,2,1,2,3,4,3,3,2,2,4,2,4,3,4,4,2,3,4,2,4,3,4,2,3,4,4,4,3,3,4,4,3,3,4,0,4,3,3,4,3,2,5,3,3,2,2,2,2,4,2,4,1,1,4,1,3,3,2,4,3,5,2,5,3,3,2,2,3,1,1,1,3,,,0,2,2,3,4,4,2,2,2,1,3,3,4,2,3,1,4,4,4,4,3,3,3,2,3,0,0,0,0,0,0,0,0
21,37.37436100000,-81.10335300000,24739,Princeton,Mercer,At_Risk,778,118913.3,5,3,2,4,2,2,3,3,2,4,2,2,3,3,4,3,2,3,2,4,4,4,4,2,2,2,2,4,4,4,2,4,5,4,5,2,1,4,4,2,2,3,3,3,4,4,4,3,4,4,3,4,3,1,1,1,4,2,4,2,2,4,2,2,2,4,4,2,4,2,4,3,2,2,2,2,1,2,1,4,,,0,2,3,2,2,3,2,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,4,2,3,4
22,37.37592900000,-81.07967400000,24739,Princeton,Mercer,At_Risk,752,119544.1,3,2,2,3,2,2,3,4,1,2,1,5,5,1,5,4,2,4,2,4,4,4,5,2,2,2,2,4,4,2,1,2,5,5,5,2,4,2,4,1,1,5,5,5,5,5,5,5,3,5,3,5,4,3,3,3,5,4,5,1,1,3,1,5,5,1,5,5,5,1,5,5,2,3,4,3,5,4,5,4,3,4,5,2,4,3,3,4,3,4,3,4,3,2,1,1,4,2,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
23,37.36557000000,-81.10100000000,24739,Princeton,Mercer,At_Risk,741,119896.5,7,4,3,4,2,4,2,2,4,4,3,3,3,4,3,2,3,3,3,5,4,4,5,2,3,3,3,3,5,4,2,4,3,3,3,3,3,4,4,3,3,3,3,2,4,4,4,4,3,5,2,4,4,2,2,2,4,5,5,3,4,5,5,5,5,5,5,5,4,4,3,4,3,4,4,3,3,3,3,3,,,0,4,4,3,4,4,4,4,4,4,4,3,4,3,3,2,4,4,3,3,3,3,2,3,3,3,4,4,4,3,4,2,3
24,37.36557000000,-81.10100000000,24739,Princeton,Mercer,At_Risk,741,119896.5,3,3,3,4,3,2,3,3,2,4,2,3,4,4,3,2,3,2,2,4,3,4,3,2,2,4,4,4,3,4,3,3,4,5,5,3,5,4,4,2,2,3,3,2,4,4,4,4,3,4,3,4,3,2,2,2,2,4,2,3,2,4,2,4,3,3,3,3,4,3,4,4,2,2,2,3,2,2,1,3,,,0,2,4,4,4,4,3,4,4,4,4,2,4,2,4,2,4,3,3,3,2,2,3,4,4,4,4,3,3,4,3,3,3
25,37.36699400000,-81.08859700000,24739,Princeton,Mercer,At_Risk,729,120159.4,6,4,3,3,2,3,3,3,2,4,3,2,4,4,4,3,2,4,2,4,3,4,3,2,3,3,2,3,3,4,3,4,4,4,4,3,3,4,4,2,2,2,4,2,3,3,4,3,2,3,3,4,2,1,1,1,4,3,4,2,3,4,2,4,4,3,3,3,4,3,4,4,3,2,2,2,2,2,2,4,,,0,3,4,3,4,3,2,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26,37.37292800000,-81.11090300000,24739,Princeton,Mercer,At_Risk,779,118815.5,2,2,3,3,2,3,3,2,1,5,2,1,3,5,3,3,1,3,1,4,4,5,5,2,2,5,1,2,5,3,1,1,4,5,5,2,2,5,3,2,1,5,4,1,5,5,5,5,2,5,3,5,3,3,3,3,5,2,5,1,1,5,1,5,5,1,5,5,5,1,5,3,1,2,2,3,1,1,1,1,1,1,1,2,2,2,5,3,3,3,3,3,1,2,2,3,3,2,5,5,5,5,3,1,3,1,1,1,1,1,1,1,1,1,1
27,38.00909423830,-80.63159942630,24739,Princeton,Mercer,At_Risk,1050,94295.1,5,4,3,2,2,0,2,2,1,5,1,5,4,4,5,4,3,4,1,5,1,5,5,2,2,5,3,4,5,2,1,1,4,4,5,1,2,1,3,1,1,4,4,5,4,5,5,5,4,5,5,5,4,1,1,1,4,4,5,1,2,1,4,5,1,3,4,4,4,3,4,4,1,1,1,1,1,1,1,5,,,0,1,3,2,3,3,1,3,3,3,2,4,1,4,5,1,5,5,5,5,5,5,3,1,1,0,0,0,0,0,0,0,0
28,37.37436100000,-81.10335300000,24739,Princeton,Mercer,At_Risk,778,118913.3,8,6,4,4,1,2,3,3,2,2,2,2,4,2,3,2,2,5,1,3,2,1,2,2,5,4,4,2,1,5,2,4,2,2,3,3,1,5,5,2,2,2,4,4,2,2,5,3,2,4,2,5,2,2,1,2,4,3,5,1,1,5,2,4,2,4,3,5,5,1,5,4,3,3,2,3,2,2,2,5,,,0,2,3,2,2,3,2,4,4,3,3,3,4,3,3,3,4,4,4,4,3,2,2,3,3,2,2,4,2,2,2,4,2
29,37.39100646970,-81.04170227050,24739,Princeton,Mercer,At_Risk,772,119354.1,7,4,4,2,3,4,2,2,2,4,3,2,3,4,3,2,0,4,2,4,4,1,1,4,4,4,4,2,1,5,5,5,2,2,1,1,1,5,5,3,3,2,3,1,4,2,4,4,2,5,3,2,2,2,2,2,4,2,5,1,2,5,2,5,3,3,4,3,4,2,3,4,4,3,3,3,2,2,1,4,,,0,3,4,3,4,4,3,3,4,4,2,4,3,3,3,3,3,4,3,3,3,3,3,2,4,2,2,4,3,2,2,2,2
30,37.85110473630,-80.44660186770,24740,Princeton,Mercer,At_Risk,703,116838.4,8,6,1,5,1,1,5,5,1,1,1,5,5,3,3,1,3,2,1,5,3,4,5,2,1,1,3,3,3,4,4,4,4,4,4,4,5,5,3,2,1,5,4,1,4,4,5,5,3,4,4,4,3,2,2,2,4,4,4,3,4,5,2,4,4,4,4,4,4,5,4,4,4,2,3,3,1,1,1,4,,,0,3,4,2,3,3,3,4,4,4,5,1,5,3,2,2,5,3,3,4,2,2,2,1,1,3,5,2,5,3,4,2,4
31,37.35710200000,-81.11227600000,24740,Princeton,Mercer,At_Risk,758,120408.3,7,2,2,4,1,2,4,4,1,4,3,5,3,4,4,3,3,4,1,4,2,1,2,5,4,5,5,1,2,5,5,5,3,2,2,2,4,4,3,3,3,3,3,2,5,4,5,4,3,4,2,4,2,2,2,2,4,4,4,1,1,5,1,5,2,2,4,4,5,0,5,4,0,3,3,3,4,4,2,2,2,4,5,3,3,3,3,3,3,3,3,3,4,2,4,2,4,2,4,2,2,1,1,1,4,5,5,4,4,4,3,3,2,3,2
32,37.38384100000,-81.10575500000,24740,Princeton,Mercer,At_Risk,803,117857.7,7,2,2,4,1,2,2,3,1,5,1,3,4,5,3,3,1,4,3,4,2,2,5,2,2,3,2,3,3,4,2,3,5,4,4,3,4,5,2,2,2,5,4,2,4,5,5,4,0,5,2,5,2,2,3,3,4,3,5,1,2,4,2,4,4,4,4,2,4,4,2,4,2,2,2,2,2,3,2,2,1,1,5,2,4,2,4,4,2,4,4,3,5,1,4,1,5,2,4,4,2,3,2,1,3,4,4,4,5,4,3,3,4,4,3
33,37.39100646970,-81.04170227050,24740,Princeton,Mercer,At_Risk,772,119354.1,6,0,2,4,2,2,4,4,2,4,2,3,3,4,3,2,1,4,2,4,4,4,4,2,2,3,3,4,4,3,2,3,4,5,4,3,4,3,2,3,3,4,3,3,4,4,4,4,3,4,3,4,3,0,0,0,4,4,4,3,3,4,4,4,3,4,3,4,4,4,2,4,2,2,2,2,2,2,2,2,,,0,2,2,2,3,3,2,2,3,2,3,3,3,3,3,2,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
34,37.85110473630,-80.44660186770,24740,Princeton,Mercer,At_Risk,703,116838.4,8,2,2,4,2,3,4,4,2,4,2,2,4,4,4,4,2,4,4,5,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,3,3,1,2,2,2,4,3,5,3,3,4,2,2,3,3,4,2,2,2,2,4,2,4,2,2,4,2,4,2,4,3,2,4,2,4,4,2,1,1,1,1,1,1,4,,,0,1,2,2,2,4,1,1,1,2,3,3,4,2,4,2,4,3,3,3,3,2,4,3,3,3,4,4,4,3,4,4,4
35,37.36119500000,-81.09065600000,24740,Princeton,Mercer,At_Risk,727,120687.2,4,1,3,2,1,3,2,3,2,5,2,1,3,5,4,3,4,1,3,0,3,5,5,3,3,4,3,1,2,5,4,3,4,3,5,4,4,4,3,2,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,4,5,4,5,4,2,3,4,4,5,3,3,2,1,1,2,1,1,1,2,1,2,4,2,3,2,4,4,2,4,4,4,1,4,4,3,2,3,4,5,3,4,3,3,4,3,2,2,3,2,2,1,1,1,1
36,37.37002300000,-81.08900500000,24740,Princeton,Mercer,At_Risk,739,119834.5,4,0,3,3,4,3,2,2,2,5,3,2,3,4,5,4,4,1,2,4,4,3,3,4,4,4,3,2,1,4,3,5,3,2,3,1,1,5,4,4,4,5,2,1,3,2,4,3,1,5,2,5,3,2,2,3,5,3,4,1,1,5,1,3,3,3,3,3,5,0,4,4,4,2,3,6,3,3,3,3,2,3,3,0,3,4,4,3,2,4,3,3,4,3,3,3,3,2,4,3,3,3,3,1,5,3,4,4,3,4,3,3,3,4,2
37,37.37020000000,-81.09511700000,24740,Princeton,Mercer,At_Risk,748,119613.0,7,0,3,4,2,3,2,2,2,4,3,3,3,4,3,3,4,4,2,4,3,2,2,3,4,4,4,2,2,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,5,3,4,4,2,5,3,4,2,2,2,2,3,2,4,2,3,5,2,4,3,2,3,3,4,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,2,3,4,3,2,3,2,2,3,3,2,4,4,3,3,2,3,3,3,2,2,3
38,37.39100646970,-81.04170227050,24740,Princeton,Mercer,At_Risk,772,119354.1,8,3,3,3,3,2,4,3,2,3,3,3,3,5,5,3,2,2,3,4,3,5,5,1,2,5,1,4,5,4,1,3,4,5,5,4,4,3,1,2,1,5,4,2,5,4,4,3,3,4,3,4,3,0,0,0,4,2,5,1,4,5,4,5,3,4,3,4,4,3,2,2,3,3,3,3,4,3,1,3,,,0,3,4,3,3,4,3,4,4,4,3,3,4,2,3,1,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
39,37.39100646970,-81.04170227050,24740,Princeton,Mercer,At_Risk,772,119354.1,5,2,3,3,2,2,3,4,2,4,2,3,4,4,4,3,2,5,3,4,3,2,2,3,4,4,2,2,2,2,2,2,3,4,4,3,4,4,3,2,2,4,4,2,4,2,4,5,2,5,3,5,4,2,2,2,3,4,3,2,4,5,2,2,4,3,3,4,3,3,4,2,3,3,2,2,2,2,1,0,,,0,3,3,3,4,3,1,1,3,1,3,2,4,0,3,2,4,3,3,3,3,1,3,4,4,4,3,4,4,3,4,3,3
40,37.81640625000,-81.23290252690,24740,Princeton,Mercer,At_Risk,675,69537.1,7,5,3,4,2,3,4,4,2,4,3,3,2,3,3,3,3,4,2,4,3,2,2,4,4,4,4,2,2,4,4,4,2,2,4,1,1,4,4,4,4,3,3,5,3,3,4,3,2,3,2,4,2,2,2,2,3,3,3,1,2,5,2,4,2,3,3,4,4,2,4,3,3,3,3,3,3,3,1,3,,,0,3,3,3,4,3,2,4,4,4,3,3,2,4,3,1,1,4,4,4,3,3,2,2,3,0,0,0,0,0,0,0,0
41,37.37101800000,-81.08859700000,24740,Princeton,Mercer,At_Risk,739,119746.0,4,2,4,3,1,3,2,2,2,4,2,4,2,4,2,2,4,0,0,0,4,1,1,5,5,5,5,1,5,5,5,5,2,1,1,1,1,4,5,5,2,3,2,1,2,1,5,1,1,4,1,5,1,2,2,2,1,1,1,1,4,4,1,3,4,5,2,3,5,1,4,4,5,3,3,4,2,3,4,4,1,3,4,3,3,3,4,3,3,4,3,3,1,4,5,5,3,2,4,5,4,4,3,1,3,3,3,2,3,4,2,3,2,2,2
42,37.39100646970,-81.04170227050,24740,Princeton,Mercer,At_Risk,772,119354.1,4,2,4,2,3,4,2,2,2,5,3,2,3,5,5,4,5,1,2,4,2,3,2,3,3,4,4,3,2,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,2,4,2,4,3,2,2,2,3,4,2,2,4,4,2,2,2,4,2,2,4,2,4,3,4,3,3,3,2,2,1,4,,,0,2,4,2,3,4,2,4,4,3,2,4,3,4,2,2,5,5,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3
43,37.39100646970,-81.04170227050,24747,Rock,Mercer,At_Risk,772,119354.1,7,4,2,5,5,5,5,5,1,3,2,4,5,3,4,2,2,5,3,4,4,4,4,2,3,4,3,4,3,4,4,4,4,5,4,0,5,5,3,2,3,4,4,2,5,4,4,4,4,4,4,4,4,2,2,2,2,3,3,3,4,5,3,4,3,3,4,3,4,3,3,4,3,2,1,2,1,2,1,3,,,0,3,3,3,4,4,3,4,4,4,4,2,2,2,4,2,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5
44,37.39100646970,-81.04170227050,24747,Rock,Mercer,At_Risk,772,119354.1,7,4,3,4,1,2,2,4,2,4,4,3,4,4,4,4,2,4,4,4,3,3,2,4,4,3,4,2,2,4,4,4,2,4,2,4,2,4,4,2,4,4,4,2,4,4,4,3,2,4,3,4,2,2,2,1,4,2,4,3,2,4,2,3,2,4,3,2,4,2,4,4,3,2,2,2,2,2,2,5,,,0,2,2,2,4,4,2,2,4,3,2,2,4,2,4,2,4,3,4,3,2,1,4,4,4,4,5,4,3,2,2,2,2
45,37.39559936520,-81.57569885250,24801,Welch,McDowell,Distressed,560,108034.2,4,2,2,4,2,2,3,3,2,4,3,4,5,4,4,4,1,1,1,5,4,5,5,1,1,4,1,5,5,1,1,1,5,4,5,3,4,2,3,1,1,4,5,4,4,5,4,4,3,4,4,4,4,0,0,0,2,4,4,2,3,4,4,3,5,3,3,3,2,4,2,4,1,1,3,2,2,2,1,3,,,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,1,3,5,4,4,4,3,2,1,2,0,0,0,0,0,0,0,0
46,37.43217000000,-81.58556000000,24801,Welch,McDowell,Distressed,399,103958.9,3,3,2,4,2,1,4,4,1,3,1,3,4,5,5,5,1,1,1,5,3,5,5,5,2,4,1,5,5,1,1,1,5,4,5,5,5,1,4,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,4,3,3,4,3,4,2,2,4,4,3,3,2,3,1,1,1,1,1,3,1,3,,,0,1,3,1,3,3,1,3,3,3,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4
47,37.39100646970,-81.04170227050,24801,Welch,McDowell,Distressed,772,119354.1,3,3,3,3,2,2,3,2,3,1,3,4,4,1,1,1,1,4,4,4,2,1,1,4,4,5,4,2,1,5,5,5,1,1,1,1,4,5,3,3,4,3,2,1,4,3,5,3,1,5,2,5,1,2,2,2,4,2,2,2,4,5,1,4,2,2,4,4,4,2,4,4,5,5,4,4,4,4,3,3,,,0,4,4,4,5,4,4,4,4,4,3,3,3,3,4,2,1,1,1,1,1,1,4,5,5,3,4,4,4,3,3,4,4
48,37.24560546880,-81.67759700000,24815,Berwind,McDowell,Distressed,617,124795.0,0,0,1,5,1,2,3,5,1,4,2,4,3,3,2,2,2,5,1,3,2,3,4,2,3,4,3,3,3,4,4,4,3,4,4,3,3,3,2,3,3,4,3,4,4,4,4,4,3,4,3,4,3,0,0,0,4,4,4,3,3,0,3,4,4,0,0,0,4,0,0,0,1,2,2,2,2,2,1,2,,,0,2,3,2,3,4,3,4,4,2,3,3,3,2,3,1,4,5,4,4,3,3,3,2,2,0,0,0,0,0,0,0,0
49,37.59701200000,-81.63796200000,24818,Brenton,Wyoming,Distressed,368,85696.3,6,2,2,4,1,5,4,4,1,2,1,2,5,3,2,2,1,1,1,5,1,0,5,1,1,5,0,5,5,1,1,1,4,4,4,4,5,1,1,1,1,5,5,1,5,5,5,5,3,4,5,5,3,1,1,3,5,5,5,1,1,5,5,5,1,1,5,5,5,5,1,5,0,1,1,1,1,1,1,1,1,1,5,3,3,3,3,3,3,3,4,4,3,4,4,2,2,3,0,0,0,0,0,0,3,4,4,5,5,5,5,5,5,5,5
